#Archive/File	Name	Time	Size	Type
Archive	GSE249362_RAW.tar	06/15/2024 00:21:16	10042183680	TAR
File	GSM7937531_20230824_KSA060_NCIH1048_FHD286_rep1_4.sorted_38-100.bw	12/04/2023 21:47:47	19188182	BW
File	GSM7937532_20230824_KSA061_NCIH1048_FHD286_rep2_4.sorted_38-100.bw	12/04/2023 21:47:41	23295684	BW
File	GSM7937533_20230824_KSA062_NCIH1048_FHD286_rep3_4.sorted_38-100.bw	12/04/2023 21:47:31	15114314	BW
File	GSM7937534_20230824_KSA063_NCIH211_DMSO_rep3_4.sorted_38-100.bw	12/04/2023 21:47:10	8186074	BW
File	GSM7937535_20230824_KSA064_NCIH211_DMSO_rep4_4.sorted_38-100.bw	12/04/2023 21:47:10	9133145	BW
File	GSM7937536_20230824_KSA065_NCIH211_FHD609_rep1_4.sorted_38-100.bw	12/04/2023 21:47:11	7812993	BW
File	GSM7937537_20230824_KSA066_NCIH211_FHD609_rep2_4.sorted_38-100.bw	12/04/2023 21:47:22	12741580	BW
File	GSM7937538_20230824_KSA067_NCIH211_FHD609_rep3_4.sorted_38-100.bw	12/04/2023 21:47:28	11815873	BW
File	GSM7937539_20230824_KSA068_NCIH1048_DMSO_rep3_4.sorted_38-100.bw	12/04/2023 21:47:40	17145658	BW
File	GSM7937540_20230824_KSA069_NCIH1048_DMSO_rep4_4.sorted_38-100.bw	12/04/2023 21:47:22	9431805	BW
File	GSM7937541_20230824_KSA070_NCIH1048_FHD609_rep1_4.sorted_38-100.bw	12/04/2023 21:47:38	13241764	BW
File	GSM7937542_20230824_KSA071_NCIH1048_FHD609_rep2_4.sorted_38-100.bw	12/04/2023 21:47:34	14191056	BW
File	GSM7937543_20230824_KSA072_NCIH1048_FHD609_rep3_4.sorted_38-100.bw	12/04/2023 21:47:13	9493249	BW
File	GSM7937544_20231012_KSA073_NCIH1048_DMSO_rep5_4.sorted_38-100.bw	12/01/2023 14:00:38	107893131	BW
File	GSM7937545_20231012_KSA074_NCIH1048_DMSO_rep6_4.sorted_38-100.bw	12/01/2023 14:00:27	88475044	BW
File	GSM7937546_20231012_KSA075_NCIH1048_DMSO_rep7_4.sorted_38-100.bw	12/01/2023 14:03:50	151199870	BW
File	GSM7937547_20231012_KSA076_NCIH1048_FHD286_rep4_4.sorted_38-100.bw	12/01/2023 13:59:55	77782008	BW
File	GSM7937548_20231012_KSA077_NCIH1048_FHD286_rep5_4.sorted_38-100.bw	12/01/2023 14:02:02	145718215	BW
File	GSM7937549_20231012_KSA078_NCIH1048_FHD286_rep6_4.sorted_38-100.bw	12/01/2023 14:01:48	136530112	BW
File	GSM7937550_20231012_KSA079_NCIH1048_FHD609_rep4_4.sorted_38-100.bw	12/01/2023 14:00:17	76951650	BW
File	GSM7937551_20231012_KSA080_NCIH1048_FHD609_rep5_4.sorted_38-100.bw	12/01/2023 14:00:54	109551139	BW
File	GSM7937552_20231012_KSA081_NCIH1048_FHD609_rep6_4.sorted_38-100.bw	12/01/2023 14:00:42	93443234	BW
File	GSM7937553_20231128_KSA094_NCIH211_DMSO_rep5_4.sorted_38-100.bw	12/02/2023 12:01:33	118994321	BW
File	GSM7937554_20231128_KSA095_NCIH211_DMSO_rep6_4.sorted_38-100.bw	12/02/2023 12:00:18	79292820	BW
File	GSM7937555_20231128_KSA096_NCIH211_DMSO_rep7_4.sorted_38-100.bw	12/02/2023 12:01:33	117340709	BW
File	GSM7937556_20231128_KSA097_NCIH211_FHD286_rep4_4.sorted_38-100.bw	12/02/2023 12:02:03	128517440	BW
File	GSM7937557_20231128_KSA098_NCIH211_FHD286_rep5_4.sorted_38-100.bw	12/02/2023 12:02:53	151140641	BW
File	GSM7937558_20231128_KSA099_NCIH211_FHD286_rep6_4.sorted_38-100.bw	12/02/2023 12:01:59	117747399	BW
File	GSM7937559_20231128_KSA100_NCIH211_FHD609_rep4_4.sorted_38-100.bw	12/02/2023 12:03:27	140082995	BW
File	GSM7937560_20231128_KSA101_NCIH211_FHD609_rep5_4.sorted_38-100.bw	12/02/2023 12:01:33	71270581	BW
File	GSM7937561_20231128_KSA102_NCIH211_FHD609_rep6_4.sorted_38-100.bw	12/02/2023 12:01:23	78984179	BW
File	GSM7937562_20231010_KSR033_RNA_NCIH211_DMSO_rep4.RPKM.bw	10/12/2023 17:12:25	38507577	BW
File	GSM7937562_KSR033-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	182395	TAB
File	GSM7937563_20231010_KSR034_RNA_NCIH211_DMSO_rep5.RPKM.bw	10/12/2023 17:27:11	56740190	BW
File	GSM7937563_KSR034-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	195065	TAB
File	GSM7937564_20231010_KSR035_RNA_NCIH211_DMSO_rep6.RPKM.bw	10/12/2023 17:23:05	52946331	BW
File	GSM7937564_KSR035-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	193144	TAB
File	GSM7937565_20231010_KSR036_RNA_NCIH211_FHD609_rep1.RPKM.bw	12/01/2023 13:42:22	57266786	BW
File	GSM7937565_KSR036-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	194197	TAB
File	GSM7937566_20231010_KSR037_RNA_NCIH211_FHD609_rep2.RPKM.bw	10/12/2023 17:25:54	54818449	BW
File	GSM7937566_KSR037-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	194443	TAB
File	GSM7937567_20231010_KSR038_RNA_NCIH211_FHD609_rep3.RPKM.bw	10/12/2023 17:19:54	47407751	BW
File	GSM7937567_KSR038-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	189492	TAB
File	GSM7937568_20231010_KSR039_RNA_NCIH1048_DMSO_rep4.RPKM.bw	10/12/2023 17:17:35	42453986	BW
File	GSM7937568_KSR039-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	190808	TAB
File	GSM7937569_20231010_KSR040_RNA_NCIH1048_DMSO_rep5.RPKM.bw	10/12/2023 17:24:45	58324958	BW
File	GSM7937569_KSR040-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	198960	TAB
File	GSM7937570_20231010_KSR041_RNA_NCIH1048_DMSO_rep6.RPKM.bw	10/12/2023 17:20:31	48070054	BW
File	GSM7937570_KSR041-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	194641	TAB
File	GSM7937571_20231010_KSR042_RNA_NCIH1048_FHD609_rep1.RPKM.bw	10/12/2023 17:28:21	51395743	BW
File	GSM7937571_KSR042-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	197005	TAB
File	GSM7937572_20231010_KSR043_RNA_NCIH1048_FHD609_rep2.RPKM.bw	10/12/2023 17:20:02	42915130	BW
File	GSM7937572_KSR043-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	192049	TAB
File	GSM7937573_20231010_KSR044_RNA_NCIH1048_FHD609_rep3.RPKM.bw	10/12/2023 17:16:53	34870220	BW
File	GSM7937573_KSR044-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	185809	TAB
File	GSM7937574_20230719_KSR009_RNA_NCIH211_DMSO_rep1.RPKM.bw	11/27/2023 17:30:22	25078971	BW
File	GSM7937574_KSR009-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	175561	TAB
File	GSM7937575_20230719_KSR010_RNA_NCIH211_DMSO_rep2.RPKM.bw	11/27/2023 17:30:15	29314169	BW
File	GSM7937575_KSR010-ReadsPerGene.out.tab.gz	12/05/2023 10:06:09	181073	TAB
File	GSM7937576_20230719_KSR011_RNA_NCIH211_DMSO_rep3.RPKM.bw	11/27/2023 17:26:38	23647907	BW
File	GSM7937576_KSR011-ReadsPerGene.out.tab.gz	12/05/2023 10:06:10	173938	TAB
File	GSM7937577_20230719_KSR012_RNA_NCIH211_FHD286_rep1.RPKM.bw	11/27/2023 17:27:44	27899342	BW
File	GSM7937577_KSR012-ReadsPerGene.out.tab.gz	12/05/2023 10:06:10	179118	TAB
File	GSM7937578_20230719_KSR013_RNA_NCIH211_FHD286_rep2.RPKM.bw	11/27/2023 17:25:45	28139080	BW
File	GSM7937578_KSR013-ReadsPerGene.out.tab.gz	12/05/2023 10:06:10	177706	TAB
File	GSM7937579_20230719_KSR014_RNA_NCIH211_FHD286_rep3.RPKM.bw	11/27/2023 17:29:02	35000039	BW
File	GSM7937579_KSR014-ReadsPerGene.out.tab.gz	12/05/2023 10:06:10	185638	TAB
File	GSM7937580_20230719_KSR015_RNA_CORL311_DMSO_rep1.RPKM.bw	11/27/2023 17:26:36	22909694	BW
File	GSM7937580_KSR015-ReadsPerGene.out.tab.gz	12/05/2023 10:06:10	174789	TAB
File	GSM7937581_20230719_KSR016_RNA_CORL311_DMSO_rep2.RPKM.bw	11/27/2023 17:28:02	23532601	BW
File	GSM7937581_KSR016-ReadsPerGene.out.tab.gz	12/05/2023 10:06:10	176046	TAB
File	GSM7937582_20230719_KSR017_RNA_CORL311_DMSO_rep3.RPKM.bw	11/27/2023 17:29:12	25274866	BW
File	GSM7937582_KSR017-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	178823	TAB
File	GSM7937583_20230719_KSR018_RNA_CORL311_FHD286_rep1.RPKM.bw	11/27/2023 17:32:35	33466764	BW
File	GSM7937583_KSR018-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	186532	TAB
File	GSM7937584_20230719_KSR019_RNA_CORL311_FHD286_rep2.RPKM.bw	11/27/2023 17:28:58	31335226	BW
File	GSM7937584_KSR019-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	184558	TAB
File	GSM7937585_20230719_KSR020_RNA_CORL311_FHD286_rep3.RPKM.bw	11/27/2023 17:27:27	30596937	BW
File	GSM7937585_KSR020-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	184261	TAB
File	GSM7937586_20230719_KSR021_RNA_NCIH526_DMSO_rep1.RPKM.bw	11/27/2023 17:25:38	21851905	BW
File	GSM7937586_KSR021-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	175880	TAB
File	GSM7937587_20230719_KSR022_RNA_NCIH526_DMSO_rep2.RPKM.bw	11/27/2023 17:27:31	26237689	BW
File	GSM7937587_KSR022-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	182191	TAB
File	GSM7937588_20230719_KSR023_RNA_NCIH526_DMSO_rep3.RPKM.bw	11/27/2023 17:29:33	27755259	BW
File	GSM7937588_KSR023-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	184451	TAB
File	GSM7937589_20230719_KSR024_RNA_NCIH526_FHD286_rep1.RPKM.bw	11/27/2023 17:27:39	26587977	BW
File	GSM7937589_KSR024-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	182988	TAB
File	GSM7937590_20230719_KSR025_RNA_NCIH526_FHD286_rep2.RPKM.bw	11/27/2023 17:29:38	30541318	BW
File	GSM7937590_KSR025-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	188497	TAB
File	GSM7937591_20230719_KSR026_RNA_NCIH526_FHD286_rep3.RPKM.bw	11/27/2023 17:30:19	30223386	BW
File	GSM7937591_KSR026-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	187001	TAB
File	GSM7937592_20230719_KSR027_RNA_NCIH1048_DMSO_rep1.RPKM.bw	11/27/2023 17:32:45	27662755	BW
File	GSM7937592_KSR027-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	181935	TAB
File	GSM7937593_20230719_KSR028_RNA_NCIH1048_DMSO_rep2.RPKM.bw	11/27/2023 17:38:07	35128247	BW
File	GSM7937593_KSR028-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	190431	TAB
File	GSM7937594_20230719_KSR029_RNA_NCIH1048_DMSO_rep3.RPKM.bw	11/27/2023 17:34:19	32199827	BW
File	GSM7937594_KSR029-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	187498	TAB
File	GSM7937595_20230719_KSR030_RNA_NCIH1048_FHD286_rep1.RPKM.bw	11/27/2023 17:33:03	29488425	BW
File	GSM7937595_KSR030-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	187306	TAB
File	GSM7937596_20230719_KSR031_RNA_NCIH1048_FHD286_rep2.RPKM.bw	11/27/2023 17:31:34	27909971	BW
File	GSM7937596_KSR031-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	182770	TAB
File	GSM7937597_20230719_KSR032_RNA_NCIH1048_FHD286_rep3.RPKM.bw	11/27/2023 17:32:20	27235215	BW
File	GSM7937597_KSR032-ReadsPerGene.out.tab.gz	12/05/2023 10:06:11	182317	TAB
File	GSM8209565_20240402_KS246_ChIP_NCIH1048_DMSO_BRG1_ab_DX1_reseq_PE.bed.gz	04/16/2024 07:55:41	75325	BED
File	GSM8209565_20240402_KS246_ChIP_NCIH1048_DMSO_BRG1_ab_DX1_reseq_PE.bw	04/08/2024 20:22:07	148005582	BW
File	GSM8209566_20240222_KS186_ChIP_NCIH1048_FHD286_BRG1_ab_DX1.bed.gz	04/16/2024 07:55:41	39894	BED
File	GSM8209566_20240222_KS186_ChIP_NCIH1048_FHD286_BRG1_ab_DX1.bw	04/08/2024 20:22:23	138905297	BW
File	GSM8209567_20240222_KS189_ChIP_NCIH1048_FHD609_BRG1_ab_DX1.bed.gz	04/16/2024 07:55:41	21569	BED
File	GSM8209567_20240222_KS189_ChIP_NCIH1048_FHD609_BRG1_ab_DX1.bw	04/08/2024 20:21:57	156353381	BW
File	GSM8209568_20240402_KS247_ChIP_NCIH1048_DMSO_BRD9_CST_DX1_reseq_PE.bed.gz	04/16/2024 07:55:41	135913	BED
File	GSM8209568_20240402_KS247_ChIP_NCIH1048_DMSO_BRD9_CST_DX1_reseq_PE.bw	04/08/2024 19:37:34	177783096	BW
File	GSM8209569_20240222_KS187_ChIP_NCIH1048_FHD286_BRD9_CST_DX1.bed.gz	04/16/2024 07:55:41	83069	BED
File	GSM8209569_20240222_KS187_ChIP_NCIH1048_FHD286_BRD9_CST_DX1.bw	04/08/2024 19:36:55	180486396	BW
File	GSM8209570_20240222_KS190_ChIP_NCIH1048_FHD609_BRD9_CST_DX1.bed.gz	04/16/2024 07:55:41	113275	BED
File	GSM8209570_20240222_KS190_ChIP_NCIH1048_FHD609_BRD9_CST_DX1.bw	04/09/2024 14:23:18	212593005	BW
File	GSM8209571_20240222_KS194_ChIP_NCIH1048_DMSO_SS18_CST_DX1.bed.gz	04/16/2024 07:55:41	24464	BED
File	GSM8209571_20240222_KS194_ChIP_NCIH1048_DMSO_SS18_CST_DX1.bw	03/21/2024 12:27:01	201982125	BW
File	GSM8209572_20240222_KS198_ChIP_NCIH1048_FHD286_SS18_CST_DX1.bed.gz	04/16/2024 07:55:41	29024	BED
File	GSM8209572_20240222_KS198_ChIP_NCIH1048_FHD286_SS18_CST_DX1.bw	03/21/2024 12:27:11	207488854	BW
File	GSM8209573_20240222_KS202_ChIP_NCIH1048_FHD609_SS18_CST_DX1.bed.gz	04/16/2024 07:55:41	9541	BED
File	GSM8209573_20240222_KS202_ChIP_NCIH1048_FHD609_SS18_CST_DX1.bw	03/21/2024 12:24:45	193945954	BW
File	GSM8209574_20240222_KS195_ChIP_NCIH1048_DMSO_POU2F3_CST_DX1.bed.gz	04/16/2024 07:55:41	181493	BED
File	GSM8209574_20240222_KS195_ChIP_NCIH1048_DMSO_POU2F3_CST_DX1.bw	03/25/2024 13:44:30	189961053	BW
File	GSM8209575_20240222_KS199_ChIP_NCIH1048_FHD286_POU2F3_CST_DX1.bed.gz	04/16/2024 07:55:41	4606	BED
File	GSM8209575_20240222_KS199_ChIP_NCIH1048_FHD286_POU2F3_CST_DX1.bw	03/25/2024 13:41:58	152329480	BW
File	GSM8209576_20240222_KS203_ChIP_NCIH1048_FHD609_POU2F3_CST_DX1.bed.gz	04/16/2024 07:55:41	122139	BED
File	GSM8209576_20240222_KS203_ChIP_NCIH1048_FHD609_POU2F3_CST_DX1.bw	03/25/2024 13:43:32	182660633	BW
File	GSM8209577_20240209_KS185_ChIP_NCIH1048_DMSO_Input_DX1.bed.gz	04/16/2024 07:55:41	3091	BED
File	GSM8209577_20240209_KS185_ChIP_NCIH1048_DMSO_Input_DX1.bw	03/25/2024 13:41:30	151955403	BW
File	GSM8209578_20240222_KS188_ChIP_NCIH1048_FHD286_Input_DX1.bed.gz	04/16/2024 07:55:41	499	BED
File	GSM8209578_20240222_KS188_ChIP_NCIH1048_FHD286_Input_DX1.bw	03/25/2024 13:40:54	119059404	BW
File	GSM8209579_20240222_KS191_ChIP_NCIH1048_FHD609_Input_DX1.bed.gz	04/16/2024 07:55:41	809	BED
File	GSM8209579_20240222_KS191_ChIP_NCIH1048_FHD609_Input_DX1.bw	03/25/2024 13:45:42	206498436	BW
File	GSM8209580_20240402_KS231_ChIP_NCIH526_ARID1A_CST_CKX.bed.gz	04/16/2024 07:55:42	614586	BED
File	GSM8209580_20240402_KS231_ChIP_NCIH526_ARID1A_CST_CKX.bw	04/03/2024 21:07:18	145037489	BW
File	GSM8209581_20240402_KS232_ChIP_NCIH526_BRG1_ab_CKX.bed.gz	04/16/2024 07:55:42	403139	BED
File	GSM8209581_20240402_KS232_ChIP_NCIH526_BRG1_ab_CKX.bw	04/03/2024 21:07:10	146046386	BW
File	GSM8209582_20240402_KS233_ChIP_NCIH526_BRD9_CST_CKX.bed.gz	04/16/2024 07:55:42	225174	BED
File	GSM8209582_20240402_KS233_ChIP_NCIH526_BRD9_CST_CKX.bw	04/03/2024 21:10:43	122242994	BW
File	GSM8209583_20240402_KS234_ChIP_NCIH526_SS18_CST_CKX.bed.gz	04/16/2024 07:55:42	518267	BED
File	GSM8209583_20240402_KS234_ChIP_NCIH526_SS18_CST_CKX.bw	04/03/2024 21:10:46	160742699	BW
File	GSM8209584_20240402_KS235_ChIP_NCIH526_POU2F3_CST_CKX.bed.gz	04/16/2024 07:55:42	664791	BED
File	GSM8209584_20240402_KS235_ChIP_NCIH526_POU2F3_CST_CKX.bw	04/03/2024 21:11:14	168817956	BW
File	GSM8209585_20240402_KS236_ChIP_NCIH211_ARID1A_CST_CKX.bed.gz	04/16/2024 07:55:42	184543	BED
File	GSM8209585_20240402_KS236_ChIP_NCIH211_ARID1A_CST_CKX.bw	04/03/2024 21:09:27	149350277	BW
File	GSM8209586_20240402_KS237_ChIP_NCIH211_BRD9_CST_CKX.bed.gz	04/16/2024 07:55:42	157348	BED
File	GSM8209586_20240402_KS237_ChIP_NCIH211_BRD9_CST_CKX.bw	04/03/2024 21:09:44	148597162	BW
File	GSM8209587_20240402_KS238_ChIP_NCIH211_BRG1_ab_CKX.bed.gz	04/16/2024 07:55:42	34915	BED
File	GSM8209587_20240402_KS238_ChIP_NCIH211_BRG1_ab_CKX.bw	04/03/2024 21:07:37	172482879	BW
File	GSM8209588_20240402_KS239_ChIP_NCIH211_POU2F3_CST_CKX.bed.gz	04/16/2024 07:55:42	524914	BED
File	GSM8209588_20240402_KS239_ChIP_NCIH211_POU2F3_CST_CKX.bw	04/03/2024 21:07:20	153623382	BW

