#Archive/File	Name	Time	Size	Type
Archive	GSE261348_RAW.tar	04/10/2024 00:16:46	6369280	TAR
File	GSM8141101_DSP-1001660003149-H-B09.dcc.gz	03/11/2024 15:53:17	38030	DCC
File	GSM8141102_DSP-1001660003149-H-B10.dcc.gz	03/11/2024 15:53:17	37811	DCC
File	GSM8141103_DSP-1001660003149-H-B11.dcc.gz	03/11/2024 15:53:17	37759	DCC
File	GSM8141104_DSP-1001660003149-H-B12.dcc.gz	03/11/2024 15:53:17	37027	DCC
File	GSM8141105_DSP-1001660003149-H-C01.dcc.gz	03/11/2024 15:53:17	36482	DCC
File	GSM8141106_DSP-1001660003149-H-C02.dcc.gz	03/11/2024 15:53:17	36240	DCC
File	GSM8141107_DSP-1001660003149-H-C03.dcc.gz	03/11/2024 15:53:17	34265	DCC
File	GSM8141108_DSP-1001660003149-H-C04.dcc.gz	03/11/2024 15:53:17	30982	DCC
File	GSM8141109_DSP-1001660003149-H-C12.dcc.gz	03/11/2024 15:53:17	31347	DCC
File	GSM8141110_DSP-1001660003149-H-D01.dcc.gz	03/11/2024 15:53:17	31499	DCC
File	GSM8141111_DSP-1001660003149-H-D02.dcc.gz	03/11/2024 15:53:17	31523	DCC
File	GSM8141112_DSP-1001660003149-H-D03.dcc.gz	03/11/2024 15:53:17	33769	DCC
File	GSM8141113_DSP-1001660003149-H-D04.dcc.gz	03/11/2024 15:53:17	33454	DCC
File	GSM8141114_DSP-1001660003149-H-D05.dcc.gz	03/11/2024 15:53:17	33812	DCC
File	GSM8141115_DSP-1001660003149-H-D06.dcc.gz	03/11/2024 15:53:17	33264	DCC
File	GSM8141116_DSP-1001660003149-H-D07.dcc.gz	03/11/2024 15:53:17	33964	DCC
File	GSM8141117_DSP-1001660003149-H-D08.dcc.gz	03/11/2024 15:53:17	33632	DCC
File	GSM8141118_DSP-1001660003149-H-D09.dcc.gz	03/11/2024 15:53:17	35747	DCC
File	GSM8141119_DSP-1001660003149-H-D10.dcc.gz	03/11/2024 15:53:17	33857	DCC
File	GSM8141120_DSP-1001660003149-H-D11.dcc.gz	03/11/2024 15:53:17	33678	DCC
File	GSM8141121_DSP-1001660003149-H-D12.dcc.gz	03/11/2024 15:53:17	36294	DCC
File	GSM8141122_DSP-1001660003149-H-E01.dcc.gz	03/11/2024 15:53:17	36076	DCC
File	GSM8141123_DSP-1001660003149-H-E02.dcc.gz	03/11/2024 15:53:17	37294	DCC
File	GSM8141124_DSP-1001660003149-H-E03.dcc.gz	03/11/2024 15:53:17	38210	DCC
File	GSM8141125_DSP-1001660003149-H-E04.dcc.gz	03/11/2024 15:53:17	34835	DCC
File	GSM8141126_DSP-1001660003149-H-E05.dcc.gz	03/11/2024 15:53:18	34422	DCC
File	GSM8141127_DSP-1001660003149-H-E06.dcc.gz	03/11/2024 15:53:18	34939	DCC
File	GSM8141128_DSP-1001660003149-H-E07.dcc.gz	03/11/2024 15:53:18	35634	DCC
File	GSM8141129_DSP-1001660003149-H-E08.dcc.gz	03/11/2024 15:53:18	32166	DCC
File	GSM8141130_DSP-1001660003149-H-E09.dcc.gz	03/11/2024 15:53:18	36009	DCC
File	GSM8141131_DSP-1001660003149-H-E10.dcc.gz	03/11/2024 15:53:18	35098	DCC
File	GSM8141132_DSP-1001660003149-H-E11.dcc.gz	03/11/2024 15:53:18	35385	DCC
File	GSM8141133_DSP-1001660003149-H-E12.dcc.gz	03/11/2024 15:53:18	30650	DCC
File	GSM8141134_DSP-1001660003149-H-F01.dcc.gz	03/11/2024 15:53:18	35017	DCC
File	GSM8141135_DSP-1001660003149-H-F02.dcc.gz	03/11/2024 15:53:18	35000	DCC
File	GSM8141136_DSP-1001660003149-H-F03.dcc.gz	03/11/2024 15:53:18	39404	DCC
File	GSM8141137_DSP-1001660003149-H-F04.dcc.gz	03/11/2024 15:53:18	37973	DCC
File	GSM8141138_DSP-1001660003149-H-C05.dcc.gz	03/11/2024 15:53:18	35679	DCC
File	GSM8141139_DSP-1001660003149-H-C06.dcc.gz	03/11/2024 15:53:18	35815	DCC
File	GSM8141140_DSP-1001660003149-H-C07.dcc.gz	03/11/2024 15:53:18	35773	DCC
File	GSM8141141_DSP-1001660003149-H-C08.dcc.gz	03/11/2024 15:53:18	34284	DCC
File	GSM8141142_DSP-1001660003149-H-C09.dcc.gz	03/11/2024 15:53:18	33937	DCC
File	GSM8141143_DSP-1001660003149-H-C10.dcc.gz	03/11/2024 15:53:18	32316	DCC
File	GSM8141144_DSP-1001660003149-H-C11.dcc.gz	03/11/2024 15:53:18	32012	DCC
File	GSM8141145_DSP-1001660007436-A-A02.dcc.gz	03/11/2024 15:53:18	38290	DCC
File	GSM8141146_DSP-1001660007436-A-A03.dcc.gz	03/11/2024 15:53:18	38260	DCC
File	GSM8141147_DSP-1001660007436-A-A04.dcc.gz	03/11/2024 15:53:18	38492	DCC
File	GSM8141148_DSP-1001660007436-A-A05.dcc.gz	03/11/2024 15:53:18	38691	DCC
File	GSM8141149_DSP-1001660007436-A-A06.dcc.gz	03/11/2024 15:53:18	38570	DCC
File	GSM8141150_DSP-1001660007436-A-A07.dcc.gz	03/11/2024 15:53:18	38747	DCC
File	GSM8141151_DSP-1001660007436-A-A08.dcc.gz	03/11/2024 15:53:18	36442	DCC
File	GSM8141152_DSP-1001660007436-A-A09.dcc.gz	03/11/2024 15:53:18	35980	DCC
File	GSM8141153_DSP-1001660007436-A-A10.dcc.gz	03/11/2024 15:53:18	37450	DCC
File	GSM8141154_DSP-1001660007436-A-A11.dcc.gz	03/11/2024 15:53:18	37029	DCC
File	GSM8141155_DSP-1001660007436-A-A12.dcc.gz	03/11/2024 15:53:18	36624	DCC
File	GSM8141156_DSP-1001660007436-A-B01.dcc.gz	03/11/2024 15:53:18	37251	DCC
File	GSM8141157_DSP-1001660007436-A-B02.dcc.gz	03/11/2024 15:53:18	37917	DCC
File	GSM8141158_DSP-1001660007436-A-B03.dcc.gz	03/11/2024 15:53:18	38853	DCC
File	GSM8141159_DSP-1001660007436-A-B04.dcc.gz	03/11/2024 15:53:18	38493	DCC
File	GSM8141160_DSP-1001660007436-A-B05.dcc.gz	03/11/2024 15:53:18	38175	DCC
File	GSM8141161_DSP-1001660007436-A-B06.dcc.gz	03/11/2024 15:53:18	39334	DCC
File	GSM8141162_DSP-1001660007436-A-B07.dcc.gz	03/11/2024 15:53:18	38831	DCC
File	GSM8141163_DSP-1001660007436-A-B08.dcc.gz	03/11/2024 15:53:18	37360	DCC
File	GSM8141164_DSP-1001660007436-A-B09.dcc.gz	03/11/2024 15:53:18	37720	DCC
File	GSM8141165_DSP-1001660007436-A-B10.dcc.gz	03/11/2024 15:53:18	37667	DCC
File	GSM8141166_DSP-1001660007436-A-B11.dcc.gz	03/11/2024 15:53:18	37756	DCC
File	GSM8141167_DSP-1001660007436-A-B12.dcc.gz	03/11/2024 15:53:18	39319	DCC
File	GSM8141168_DSP-1001660007436-A-C01.dcc.gz	03/11/2024 15:53:18	36337	DCC
File	GSM8141169_DSP-1001660007436-A-C02.dcc.gz	03/11/2024 15:53:18	37802	DCC
File	GSM8141170_DSP-1001660007436-A-C03.dcc.gz	03/11/2024 15:53:18	37575	DCC
File	GSM8141171_DSP-1001660007436-A-C04.dcc.gz	03/11/2024 15:53:18	37834	DCC
File	GSM8141172_DSP-1001660007436-A-C05.dcc.gz	03/11/2024 15:53:18	37409	DCC

