"paralog","gene","moes_score","rank","fdr","cis_rank","func_rank","boot_rank_lo","boot_rank_hi","rel_interval_width","stable","in_regulon"
"MYCN","DYM",0.427578429609947,2258,1,1177,7518,424,9130,0.8381,FALSE,FALSE
"MYCN","DYNLT1",0.427578429609947,2258,1,1177,9744,420,9130,0.8386,FALSE,FALSE
"MYCN","DYNLT2",0.427578429609947,2258,1,1177,4810,424,5106,0.4507,FALSE,FALSE
"MYCN","DYRK3",0.427578429609947,2258,1,1177,6829,401,7438,0.6775,FALSE,FALSE
"MYCN","EEA1",0.427578429609947,2258,1,1177,5187,426,5104,0.4503,FALSE,FALSE
"MYCN","EEF1E1",0.427578429609947,2258,1,1177,7483,411,9130,0.8394,FALSE,FALSE
"MYCN","EFNA5",0.427578429609947,2258,1,1177,9661,432,9130,0.8374,FALSE,FALSE
"MYCN","EIF2A",0.427578429609947,2258,1,1177,7750,416,9131,0.839,FALSE,FALSE
"MYCN","EIF2AK1",0.427578429609947,2258,1,1177,7223,411,7767,0.7082,FALSE,FALSE
"MYCN","EIF3E",0.427578429609947,2258,1,1177,5974,425,5106,0.4506,FALSE,FALSE
"MYCN","EIF3J",0.427578429609947,2258,1,1177,8296,429,9130,0.8377,FALSE,FALSE
"MYCN","EIF4A1",0.427578429609947,2258,1,1177,10075,408,9130,0.8397,FALSE,FALSE
"MYCN","EIF4A2",0.427578429609947,2258,1,1177,8758,420,9130,0.8386,FALSE,FALSE
"MYCN","EIF4EBP1",0.427578429609947,2258,1,1177,9266,425,9130,0.838,FALSE,FALSE
"MYCN","EIF4G2",0.427578429609947,2258,1,1177,7150,416,7707,0.7019,FALSE,FALSE
"MYCN","ELP2",0.427578429609947,2258,1,1177,10229,407,9130,0.8398,FALSE,FALSE
"MYCN","ELP4",0.427578429609947,2258,1,1177,6667,424,7304,0.6623,FALSE,FALSE
"MYCN","EMC1",0.427578429609947,2258,1,1177,9614,134,9130,0.8661,FALSE,FALSE
"MYCN","EMC2",0.427578429609947,2258,1,1177,8090,424,9130,0.8382,FALSE,FALSE
"MYCN","EME1",0.427578429609947,2258,1,1177,9457,428,9130,0.8378,FALSE,FALSE
"MYCN","EME2",0.427578429609947,2258,1,1177,6169,423,6890,0.6226,FALSE,FALSE
"MYCN","ENO1",0.427578429609947,2258,1,1177,10307,425,9130,0.8381,FALSE,FALSE
"MYCN","ENPP5",0.427578429609947,2258,1,1177,7552,418,9130,0.8388,FALSE,FALSE
"MYCN","ENTR1",0.427578429609947,2258,1,1177,8819,424,9130,0.8382,FALSE,FALSE
"MYCN","ENY2",0.427578429609947,2258,1,1177,7151,427,7710,0.7012,FALSE,FALSE
"MYCN","EPOP",0.427578429609947,2258,1,1177,7147,431,7707,0.7004,FALSE,FALSE
"MYCN","ERCC8",0.427578429609947,2258,1,1177,7362,126,9131,0.867,FALSE,FALSE
"MYCN","ESF1",0.427578429609947,2258,1,1177,6636,426,7279,0.6597,FALSE,FALSE
"MYCN","ETS2",0.427578429609947,2258,1,1177,6436,428,7112,0.6435,FALSE,FALSE
"MYCN","EWSR1",0.427578429609947,2258,1,1177,9820,415,9130,0.839,FALSE,FALSE
"MYCN","EXD2",0.427578429609947,2258,1,1177,8472,418,9130,0.8388,FALSE,FALSE
"MYCN","FADS1",0.427578429609947,2258,1,1177,7480,438,9130,0.8368,FALSE,FALSE
"MYCN","FADS2",0.427578429609947,2258,1,1177,8648,414,9130,0.8392,FALSE,FALSE
"MYCN","FAM111A",0.427578429609947,2258,1,1177,7706,419,9131,0.8387,FALSE,FALSE
"MYCN","FAM117B",0.427578429609947,2258,1,1177,4913,426,5106,0.4506,FALSE,FALSE
"MYCN","FAM120A",0.427578429609947,2258,1,1177,9061,437,9130,0.837,FALSE,FALSE
"MYCN","FAM120AOS",0.427578429609947,2258,1,1177,5646,410,5106,0.4521,FALSE,FALSE
"MYCN","FAM133B",0.427578429609947,2258,1,1177,6963,401,7550,0.6883,FALSE,FALSE
"MYCN","FAM174B",0.427578429609947,2258,1,1177,8073,426,9130,0.838,FALSE,FALSE
"MYCN","FAM177A1",0.427578429609947,2258,1,1177,5332,434,5106,0.4497,FALSE,FALSE
"MYCN","FAM200A",0.427578429609947,2258,1,1177,7143,426,7704,0.7006,FALSE,FALSE
"MYCN","FAM234A",0.427578429609947,2258,1,1177,8005,422,9130,0.8383,FALSE,FALSE
"MYCN","FAM76B",0.427578429609947,2258,1,1177,6220,416,6933,0.6274,FALSE,FALSE
"MYCN","FAM89B",0.427578429609947,2258,1,1177,10134,426,9130,0.838,FALSE,FALSE
"MYCN","FAM98B",0.427578429609947,2258,1,1177,8486,435,9130,0.8372,FALSE,FALSE
"MYCN","FAM98C",0.427578429609947,2258,1,1177,5368,415,5107,0.4517,FALSE,FALSE
"MYCN","FANCF",0.427578429609947,2258,1,1177,9883,418,9130,0.8387,FALSE,FALSE
"MYCN","FAR1",0.427578429609947,2258,1,1177,5877,418,5104,0.4511,FALSE,FALSE
"MYCN","FARSB",0.427578429609947,2258,1,1177,6821,428,7432,0.6743,FALSE,FALSE
"MYCN","FASN",0.427578429609947,2258,1,1177,10095,422,9130,0.8384,FALSE,FALSE
"MYCN","FAXDC2",0.427578429609947,2258,1,1177,7047,430,7622,0.6924,FALSE,FALSE
"MYCN","FBXO15",0.427578429609947,2258,1,1177,8123,434,9131,0.8373,FALSE,FALSE
"MYCN","FBXO21",0.427578429609947,2258,1,1177,7818,429,9130,0.8376,FALSE,FALSE
"MYCN","FBXO5",0.427578429609947,2258,1,1177,7760,408,9130,0.8398,FALSE,FALSE
"MYCN","FEN1",0.427578429609947,2258,1,1177,8391,432,9130,0.8374,FALSE,FALSE
"MYCN","FERMT1",0.427578429609947,2258,1,1177,8909,420,9130,0.8386,FALSE,FALSE
"MYCN","FIBP",0.427578429609947,2258,1,1177,9857,406,9130,0.84,FALSE,FALSE
"MYCN","FJX1",0.427578429609947,2258,1,1177,5369,426,5105,0.4504,FALSE,FALSE
"MYCN","FKBP10",0.427578429609947,2258,1,1177,5278,424,5108,0.4509,FALSE,FALSE
"MYCN","FNIP1",0.427578429609947,2258,1,1177,9052,413,9130,0.8393,FALSE,FALSE
"MYCN","FNTB",0.427578429609947,2258,1,1177,9340,413,9130,0.8392,FALSE,FALSE
"MYCN","FOXP4",0.427578429609947,2258,1,1177,6136,422,6861,0.6199,FALSE,FALSE
"MYCN","FRAT2",0.427578429609947,2258,1,1177,8176,424,9130,0.8382,FALSE,FALSE
"MYCN","FRS3",0.427578429609947,2258,1,1177,5088,422,5106,0.4509,FALSE,FALSE
"MYCN","G3BP1",0.427578429609947,2258,1,1177,9123,430,9130,0.8376,FALSE,FALSE
"MYCN","G6PC3",0.427578429609947,2258,1,1177,6389,409,7073,0.6415,FALSE,FALSE
"MYCN","GATD3",0.427578429609947,2258,1,1177,6366,418,7052,0.6386,FALSE,FALSE
"MYCN","GATM",0.427578429609947,2258,1,1177,4832,428,5109,0.4506,FALSE,FALSE
"MYCN","GCN1",0.427578429609947,2258,1,1177,10088,416,9130,0.839,FALSE,FALSE
"MYCN","GGA3",0.427578429609947,2258,1,1177,5293,436,5104,0.4494,FALSE,FALSE
"MYCN","GGH",0.427578429609947,2258,1,1177,8331,427,9130,0.8379,FALSE,FALSE
"MYCN","GMNN",0.427578429609947,2258,1,1177,9131,424,9130,0.8382,FALSE,FALSE
"MYCN","GNB1L",0.427578429609947,2258,1,1177,8528,422,9130,0.8384,FALSE,FALSE
"MYCN","GNG4",0.427578429609947,2258,1,1177,7527,399,9130,0.8406,FALSE,FALSE
"MYCN","GNL1",0.427578429609947,2258,1,1177,9889,431,9130,0.8375,FALSE,FALSE
"MYCN","GNPNAT1",0.427578429609947,2258,1,1177,8423,425,9130,0.8381,FALSE,FALSE
"MYCN","GOLPH3",0.427578429609947,2258,1,1177,5896,437,5106,0.4495,FALSE,FALSE
"MYCN","GOT2",0.427578429609947,2258,1,1177,8794,427,9130,0.8379,FALSE,FALSE
"MYCN","GPANK1",0.427578429609947,2258,1,1177,7905,435,9130,0.8371,FALSE,FALSE
"MYCN","GPR19",0.427578429609947,2258,1,1177,6407,406,7085,0.643,FALSE,FALSE
"MYCN","GPX1",0.427578429609947,2258,1,1177,7822,432,9130,0.8374,FALSE,FALSE
"MYCN","GREM1",0.427578429609947,2258,1,1177,4893,406,5105,0.4523,FALSE,FALSE
"MYCN","GRWD1",0.427578429609947,2258,1,1177,9964,425,9130,0.8381,FALSE,FALSE
"MYCN","GSPT1",0.427578429609947,2258,1,1177,5501,426,5106,0.4505,FALSE,FALSE
"MYCN","GSTA4",0.427578429609947,2258,1,1177,5730,417,5106,0.4514,FALSE,FALSE
"MYCN","GTF2H4",0.427578429609947,2258,1,1177,4943,428,5106,0.4503,FALSE,FALSE
"MYCN","GTF3C2",0.427578429609947,2258,1,1177,6742,407,7366,0.6699,FALSE,FALSE
"MYCN","GTF3C4",0.427578429609947,2258,1,1177,9824,419,9130,0.8386,FALSE,FALSE
"MYCN","GTF3C5",0.427578429609947,2258,1,1177,7225,415,7770,0.7081,FALSE,FALSE
"MYCN","GTF3C6",0.427578429609947,2258,1,1177,9094,430,9130,0.8376,FALSE,FALSE
"MYCN","GUSB",0.427578429609947,2258,1,1177,9530,404,9130,0.8401,FALSE,FALSE
"MYCN","GYS2",0.427578429609947,2258,1,1177,6301,430,7003,0.6328,FALSE,FALSE
"MYCN","H2AC15",0.427578429609947,2258,1,1177,6810,427,7422,0.6734,FALSE,FALSE
"MYCN","H2AX",0.427578429609947,2258,1,1177,6077,433,6802,0.6132,FALSE,FALSE
"MYCN","H2BC15",0.427578429609947,2258,1,1177,10071,413,9130,0.8393,FALSE,FALSE
"MYCN","H3-3B",0.427578429609947,2258,1,1177,9010,426,9130,0.838,FALSE,FALSE
"MYCN","HADH",0.427578429609947,2258,1,1177,6808,427,7420,0.6732,FALSE,FALSE
"MYCN","HEMK2",0.427578429609947,2258,1,1177,8059,407,9130,0.8398,FALSE,FALSE
"MYCN","HIF1A",0.427578429609947,2258,1,1177,9107,428,9130,0.8377,FALSE,FALSE
"MYCN","HIPK3",0.427578429609947,2258,1,1177,6017,426,5107,0.4507,FALSE,FALSE
"MYCN","HLA-DMA",0.427578429609947,2258,1,1177,4939,422,5106,0.4509,FALSE,FALSE
"MYCN","HLCS",0.427578429609947,2258,1,1177,7778,131,9130,0.8664,FALSE,FALSE
"MYCN","HM13",0.427578429609947,2258,1,1177,6539,429,7205,0.6523,FALSE,FALSE
"MYCN","HMGN3",0.427578429609947,2258,1,1177,5601,424,5106,0.4507,FALSE,FALSE
"MYCN","HNRNPA2B1",0.427578429609947,2258,1,1177,7161,413,7717,0.7032,FALSE,FALSE
"MYCN","HNRNPAB",0.427578429609947,2258,1,1177,8912,416,9130,0.839,FALSE,FALSE
"MYCN","HNRNPD",0.427578429609947,2258,1,1177,6212,408,6925,0.6274,FALSE,FALSE
"MYCN","HNRNPF",0.427578429609947,2258,1,1177,8942,422,9130,0.8384,FALSE,FALSE
"MYCN","HNRNPK",0.427578429609947,2258,1,1177,4979,426,5106,0.4506,FALSE,FALSE
"MYCN","HNRNPM",0.427578429609947,2258,1,1177,10129,424,9130,0.8382,FALSE,FALSE
"MYCN","HNRNPUL2",0.427578429609947,2258,1,1177,7831,437,9130,0.8369,FALSE,FALSE
"MYCN","HSP90AB1",0.427578429609947,2258,1,1177,6728,432,7353,0.6664,FALSE,FALSE
"MYCN","HSPA4",0.427578429609947,2258,1,1177,9573,414,9130,0.8391,FALSE,FALSE
"MYCN","ICE2",0.427578429609947,2258,1,1177,9803,417,9130,0.8388,FALSE,FALSE
"MYCN","IER2",0.427578429609947,2258,1,1177,8706,420,9131,0.8386,FALSE,FALSE
"MYCN","IFRD2",0.427578429609947,2258,1,1177,8137,428,9130,0.8378,FALSE,FALSE
"MYCN","IFT74",0.427578429609947,2258,1,1177,7995,430,9130,0.8376,FALSE,FALSE
"MYCN","IGHMBP2",0.427578429609947,2258,1,1177,9830,413,9130,0.8393,FALSE,FALSE
"MYCN","ILF2",0.427578429609947,2258,1,1177,9560,416,9130,0.839,FALSE,FALSE
"MYCN","ILF3",0.427578429609947,2258,1,1177,10231,426,9130,0.838,FALSE,FALSE
"MYCN","ING3",0.427578429609947,2258,1,1177,6778,429,7395,0.6706,FALSE,FALSE
"MYCN","ING5",0.427578429609947,2258,1,1177,8879,413,9131,0.8393,FALSE,FALSE
"MYCN","INO80",0.427578429609947,2258,1,1177,6825,137,7435,0.7026,FALSE,FALSE
"MYCN","INO80C",0.427578429609947,2258,1,1177,8548,430,9130,0.8376,FALSE,FALSE
"MYCN","INPP5E",0.427578429609947,2258,1,1177,6482,393,7152,0.6507,FALSE,FALSE
"MYCN","INTS10",0.427578429609947,2258,1,1177,8988,422,9130,0.8383,FALSE,FALSE
"MYCN","INTS14",0.427578429609947,2258,1,1177,7624,407,9131,0.8398,FALSE,FALSE
"MYCN","IRAK1BP1",0.427578429609947,2258,1,1177,6572,408,7231,0.6569,FALSE,FALSE
"MYCN","ISCA1",0.427578429609947,2258,1,1177,8651,406,9130,0.8399,FALSE,FALSE
"MYCN","ISOC2",0.427578429609947,2258,1,1177,4992,430,5104,0.45,FALSE,FALSE
"MYCN","ITGA3",0.427578429609947,2258,1,1177,10041,425,9130,0.8381,FALSE,FALSE
"MYCN","IVNS1ABP",0.427578429609947,2258,1,1177,7930,400,9130,0.8405,FALSE,FALSE
"MYCN","JAK2",0.427578429609947,2258,1,1177,8842,427,9130,0.8379,FALSE,FALSE
"MYCN","JKAMP",0.427578429609947,2258,1,1177,4957,414,5106,0.4517,FALSE,FALSE
"MYCN","JMJD6",0.427578429609947,2258,1,1177,6796,428,7411,0.6722,FALSE,FALSE
"MYCN","KANSL2",0.427578429609947,2258,1,1177,9257,413,9130,0.8393,FALSE,FALSE
"MYCN","KCNJ11",0.427578429609947,2258,1,1177,7424,435,9130,0.8371,FALSE,FALSE
"MYCN","KCTD2",0.427578429609947,2258,1,1177,6051,402,5110,0.4533,FALSE,FALSE
"MYCN","KDSR",0.427578429609947,2258,1,1177,10315,411,9130,0.8395,FALSE,FALSE
"MYCN","KHDC1",0.427578429609947,2258,1,1177,5320,435,5108,0.4499,FALSE,FALSE
"MYCN","KICS2",0.427578429609947,2258,1,1177,8788,423,9130,0.8383,FALSE,FALSE
"MYCN","KIF18B",0.427578429609947,2258,1,1177,10298,432,9130,0.8374,FALSE,FALSE
"MYCN","KIF20A",0.427578429609947,2258,1,1177,8347,436,9130,0.8371,FALSE,FALSE
"MYCN","KIF22",0.427578429609947,2258,1,1177,8202,422,9130,0.8384,FALSE,FALSE
"MYCN","KLF10",0.427578429609947,2258,1,1177,8124,414,9130,0.8391,FALSE,FALSE
"MYCN","KLHDC2",0.427578429609947,2258,1,1177,9856,416,9130,0.839,FALSE,FALSE
"MYCN","KLHDC3",0.427578429609947,2258,1,1177,7116,433,7679,0.6976,FALSE,FALSE
"MYCN","KMT2D",0.427578429609947,2258,1,1177,7005,428,7585,0.689,FALSE,FALSE
"MYCN","KNTC1",0.427578429609947,2258,1,1177,9899,419,9130,0.8386,FALSE,FALSE
"MYCN","KPNB1",0.427578429609947,2258,1,1177,6576,410,7234,0.657,FALSE,FALSE
"MYCN","L2HGDH",0.427578429609947,2258,1,1177,6848,428,7452,0.6762,FALSE,FALSE
"MYCN","L3HYPDH",0.427578429609947,2258,1,1177,6121,407,6849,0.6202,FALSE,FALSE
"MYCN","LAMTOR2",0.427578429609947,2258,1,1177,6800,427,7414,0.6726,FALSE,FALSE
"MYCN","LANCL2",0.427578429609947,2258,1,1177,8989,408,9130,0.8398,FALSE,FALSE
"MYCN","LCMT2",0.427578429609947,2258,1,1177,9159,417,9130,0.8389,FALSE,FALSE
"MYCN","LDLRAD3",0.427578429609947,2258,1,1177,6319,435,7018,0.6337,FALSE,FALSE
"MYCN","LENG8",0.427578429609947,2258,1,1177,4888,422,5106,0.4509,FALSE,FALSE
"MYCN","LIG3",0.427578429609947,2258,1,1177,9042,409,9130,0.8396,FALSE,FALSE
"MYCN","LIMD2",0.427578429609947,2258,1,1177,5123,424,5106,0.4508,FALSE,FALSE
"MYCN","LIPT1",0.427578429609947,2258,1,1177,7981,419,9130,0.8387,FALSE,FALSE
"MYCN","LNPEP",0.427578429609947,2258,1,1177,8182,413,9130,0.8392,FALSE,FALSE
"MYCN","LONP1",0.427578429609947,2258,1,1177,7541,423,9130,0.8383,FALSE,FALSE
"MYCN","LRRC59",0.427578429609947,2258,1,1177,9429,432,9131,0.8374,FALSE,FALSE
"MYCN","LRRC8B",0.427578429609947,2258,1,1177,7649,405,9130,0.84,FALSE,FALSE
"MYCN","LSG1",0.427578429609947,2258,1,1177,5193,418,5107,0.4513,FALSE,FALSE
"MYCN","LSM14A",0.427578429609947,2258,1,1177,5775,426,5106,0.4505,FALSE,FALSE
"MYCN","LUC7L",0.427578429609947,2258,1,1177,5460,427,5107,0.4505,FALSE,FALSE
"MYCN","LUC7L3",0.427578429609947,2258,1,1177,9837,416,9130,0.839,FALSE,FALSE
"MYCN","LURAP1L",0.427578429609947,2258,1,1177,9550,141,9130,0.8655,FALSE,FALSE
"MYCN","LY6G5B",0.427578429609947,2258,1,1177,7835,425,9130,0.8381,FALSE,FALSE
"MYCN","LYRM2",0.427578429609947,2258,1,1177,7209,418,7758,0.7067,FALSE,FALSE
"MYCN","LYRM4",0.427578429609947,2258,1,1177,8754,415,9130,0.839,FALSE,FALSE
"MYCN","MACROD1",0.427578429609947,2258,1,1177,8799,411,9130,0.8395,FALSE,FALSE
"MYCN","MAD2L1BP",0.427578429609947,2258,1,1177,9127,438,9131,0.8369,FALSE,FALSE
"MYCN","MAN1B1",0.427578429609947,2258,1,1177,7674,438,9131,0.8369,FALSE,FALSE
"MYCN","MAP1B",0.427578429609947,2258,1,1177,7358,129,9130,0.8666,FALSE,FALSE
"MYCN","MAP6D1",0.427578429609947,2258,1,1177,5432,434,5106,0.4497,FALSE,FALSE
"MYCN","MAP7",0.427578429609947,2258,1,1177,9137,406,9130,0.8398,FALSE,FALSE
"MYCN","MAPK12",0.427578429609947,2258,1,1177,6863,435,7467,0.677,FALSE,FALSE
"MYCN","MARCHF6",0.427578429609947,2258,1,1177,6363,416,7052,0.6388,FALSE,FALSE
"MYCN","MATR3",0.427578429609947,2258,1,1177,7315,408,7847,0.7162,FALSE,FALSE
"MYCN","MAX",0.427578429609947,2258,1,1177,5598,415,5106,0.4516,FALSE,FALSE
"MYCN","MC1R",0.427578429609947,2258,1,1177,7103,430,7670,0.697,FALSE,FALSE
"MYCN","MCL1",0.427578429609947,2258,1,1177,5307,430,5105,0.45,FALSE,FALSE
"MYCN","MCM5",0.427578429609947,2258,1,1177,7498,415,9130,0.839,FALSE,FALSE
"MYCN","MDGA1",0.427578429609947,2258,1,1177,7140,405,7702,0.7025,FALSE,FALSE
"MYCN","MDH2",0.427578429609947,2258,1,1177,10089,410,9130,0.8396,FALSE,FALSE
"MYCN","MDN1",0.427578429609947,2258,1,1177,7911,406,9130,0.8398,FALSE,FALSE
"MYCN","MECOM",0.427578429609947,2258,1,1177,7088,422,7658,0.6966,FALSE,FALSE
"MYCN","MED19",0.427578429609947,2258,1,1177,7789,419,9130,0.8386,FALSE,FALSE
"MYCN","METTL3",0.427578429609947,2258,1,1177,9473,414,9130,0.8391,FALSE,FALSE
"MYCN","METTL8",0.427578429609947,2258,1,1177,4918,422,5105,0.4508,FALSE,FALSE
"MYCN","MGME1",0.427578429609947,2258,1,1177,5508,413,5106,0.4517,FALSE,FALSE
"MYCN","MIF",0.427578429609947,2258,1,1177,6609,426,7259,0.6578,FALSE,FALSE
"MYCN","MIS18BP1",0.427578429609947,2258,1,1177,6598,402,7250,0.6593,FALSE,FALSE
"MYCN","MKKS",0.427578429609947,2258,1,1177,5611,429,5106,0.4502,FALSE,FALSE
"MYCN","MLH3",0.427578429609947,2258,1,1177,7108,420,7673,0.6983,FALSE,FALSE
"MYCN","MLLT6",0.427578429609947,2258,1,1177,7668,416,9130,0.839,FALSE,FALSE
"MYCN","MMAB",0.427578429609947,2258,1,1177,5095,422,5106,0.451,FALSE,FALSE
"MYCN","MORC2",0.427578429609947,2258,1,1177,9470,426,9130,0.838,FALSE,FALSE
"MYCN","MORF4L2",0.427578429609947,2258,1,1177,7844,427,9131,0.8379,FALSE,FALSE
"MYCN","MPC1",0.427578429609947,2258,1,1177,9226,427,9130,0.8379,FALSE,FALSE
"MYCN","MPDU1",0.427578429609947,2258,1,1177,10226,415,9131,0.8391,FALSE,FALSE
"MYCN","MRE11",0.427578429609947,2258,1,1177,9702,428,9130,0.8378,FALSE,FALSE
"MYCN","MRM1",0.427578429609947,2258,1,1177,8166,439,9130,0.8367,FALSE,FALSE
"MYCN","MRPL27",0.427578429609947,2258,1,1177,5520,434,5107,0.4499,FALSE,FALSE
"MYCN","MRPL52",0.427578429609947,2258,1,1177,7354,422,9131,0.8384,FALSE,FALSE
"MYCN","MRTO4",0.427578429609947,2258,1,1177,10181,424,9131,0.8382,FALSE,FALSE
"MYCN","MSH5",0.427578429609947,2258,1,1177,8426,134,9131,0.8661,FALSE,FALSE
"MYCN","MSL2",0.427578429609947,2258,1,1177,9420,428,9130,0.8377,FALSE,FALSE
"MYCN","MSMP",0.427578429609947,2258,1,1177,9088,409,9130,0.8397,FALSE,FALSE
"MYCN","MTA2",0.427578429609947,2258,1,1177,7726,429,9130,0.8377,FALSE,FALSE
"MYCN","MTAP",0.427578429609947,2258,1,1177,5725,428,5104,0.4501,FALSE,FALSE
"MYCN","MTERF2",0.427578429609947,2258,1,1177,7746,400,9130,0.8405,FALSE,FALSE
"MYCN","MTR",0.427578429609947,2258,1,1177,7490,424,9130,0.8382,FALSE,FALSE
"MYCN","MUS81",0.427578429609947,2258,1,1177,8311,423,9130,0.8383,FALSE,FALSE
"MYCN","MVK",0.427578429609947,2258,1,1177,6676,408,7314,0.6648,FALSE,FALSE
"MYCN","MYBL1",0.427578429609947,2258,1,1177,5917,413,5104,0.4516,FALSE,FALSE
"MYCN","MYLIP",0.427578429609947,2258,1,1177,6873,427,7476,0.6786,FALSE,FALSE
"MYCN","NAA20",0.427578429609947,2258,1,1177,7529,420,9130,0.8386,FALSE,FALSE
"MYCN","NAA25",0.427578429609947,2258,1,1177,10032,411,9131,0.8395,FALSE,FALSE
"MYCN","NAA40",0.427578429609947,2258,1,1177,9776,426,9130,0.838,FALSE,FALSE
"MYCN","NACC1",0.427578429609947,2258,1,1177,9207,424,9130,0.8382,FALSE,FALSE
"MYCN","NADK2",0.427578429609947,2258,1,1177,8869,424,9130,0.8381,FALSE,FALSE
"MYCN","NAGLU",0.427578429609947,2258,1,1177,6214,435,6929,0.6252,FALSE,FALSE
"MYCN","NANP",0.427578429609947,2258,1,1177,7516,430,9130,0.8375,FALSE,FALSE
"MYCN","NAPA",0.427578429609947,2258,1,1177,10326,416,9130,0.839,FALSE,FALSE
"MYCN","NCAM1",0.427578429609947,2258,1,1177,7980,413,9130,0.8392,FALSE,FALSE
"MYCN","NCBP2AS2",0.427578429609947,2258,1,1177,10285,405,9130,0.84,FALSE,FALSE
"MYCN","NCK1",0.427578429609947,2258,1,1177,9796,406,9130,0.84,FALSE,FALSE
"MYCN","NCOA7",0.427578429609947,2258,1,1177,6200,410,6916,0.6264,FALSE,FALSE
"MYCN","NDOR1",0.427578429609947,2258,1,1177,10079,425,9130,0.8381,FALSE,FALSE
"MYCN","NDUFAF5",0.427578429609947,2258,1,1177,5848,428,5106,0.4503,FALSE,FALSE
"MYCN","NDUFAF6",0.427578429609947,2258,1,1177,5820,429,5104,0.4501,FALSE,FALSE
"MYCN","NDUFB9",0.427578429609947,2258,1,1177,5862,432,5106,0.4499,FALSE,FALSE
"MYCN","NDUFS1",0.427578429609947,2258,1,1177,5624,415,5106,0.4515,FALSE,FALSE
"MYCN","NDUFV1",0.427578429609947,2258,1,1177,7037,401,7612,0.6942,FALSE,FALSE
"MYCN","NDUFV2",0.427578429609947,2258,1,6507,1177,2454,2526,0.0069,TRUE,FALSE
"MYCN","NEK8",0.427578429609947,2258,1,1177,5701,422,5104,0.4507,FALSE,FALSE
"MYCN","NFKBIB",0.427578429609947,2258,1,1177,9024,417,9131,0.8389,FALSE,FALSE
"MYCN","NFS1",0.427578429609947,2258,1,1177,7235,428,7779,0.7077,FALSE,FALSE
"MYCN","NFX1",0.427578429609947,2258,1,1177,7517,426,9130,0.838,FALSE,FALSE
"MYCN","NHP2",0.427578429609947,2258,1,1177,4998,414,5106,0.4516,FALSE,FALSE
"MYCN","NIPSNAP2",0.427578429609947,2258,1,1177,4951,422,5104,0.4507,FALSE,FALSE
"MYCN","NME7",0.427578429609947,2258,1,1177,4849,135,5106,0.4785,FALSE,FALSE
"MYCN","NMNAT2",0.427578429609947,2258,1,1177,5985,426,5106,0.4505,FALSE,FALSE
"MYCN","NNT",0.427578429609947,2258,1,1177,6769,434,7387,0.6694,FALSE,FALSE
"MYCN","NOL10",0.427578429609947,2258,1,1177,9326,401,9130,0.8404,FALSE,FALSE
"MYCN","NOM1",0.427578429609947,2258,1,1177,5224,410,5106,0.452,FALSE,FALSE
"MYCN","NOP10",0.427578429609947,2258,1,1177,4859,424,5105,0.4507,FALSE,FALSE
"MYCN","NOP14",0.427578429609947,2258,1,1177,5567,418,5106,0.4513,FALSE,FALSE
"MYCN","NOP16",0.427578429609947,2258,1,1177,9344,140,9130,0.8655,FALSE,FALSE
"MYCN","NOP56",0.427578429609947,2258,1,1177,7281,426,7819,0.7117,FALSE,FALSE
"MYCN","NOP58",0.427578429609947,2258,1,1177,9359,427,9130,0.8379,FALSE,FALSE
"MYCN","NOPCHAP1",0.427578429609947,2258,1,1177,6629,406,7274,0.6612,FALSE,FALSE
"MYCN","NPM1",0.427578429609947,2258,1,1177,10358,407,9130,0.8399,FALSE,FALSE
"MYCN","NR1H3",0.427578429609947,2258,1,1177,5140,427,5106,0.4505,FALSE,FALSE
"MYCN","NR2C1",0.427578429609947,2258,1,1177,5879,419,5106,0.4512,FALSE,FALSE
"MYCN","NR4A3",0.427578429609947,2258,1,1177,6646,428,7287,0.6603,FALSE,FALSE
"MYCN","NSMAF",0.427578429609947,2258,1,1177,8977,408,9130,0.8397,FALSE,FALSE
"MYCN","NSMCE3",0.427578429609947,2258,1,1177,7570,429,9130,0.8377,FALSE,FALSE
"MYCN","NSUN2",0.427578429609947,2258,1,1177,8793,422,9130,0.8384,FALSE,FALSE
"MYCN","NTRK1",0.427578429609947,2258,1,1177,4961,427,5106,0.4504,FALSE,FALSE
"MYCN","NUCB2",0.427578429609947,2258,1,1177,7414,404,9130,0.8401,FALSE,FALSE
"MYCN","NUDCD1",0.427578429609947,2258,1,1177,9277,413,9130,0.8393,FALSE,FALSE
"MYCN","NUTM1",0.427578429609947,2258,1,1177,8037,413,9130,0.8392,FALSE,FALSE
"MYCN","OCLN",0.427578429609947,2258,1,1177,5197,427,5107,0.4506,FALSE,FALSE
"MYCN","OGFOD2",0.427578429609947,2258,1,1177,8901,433,9130,0.8372,FALSE,FALSE
"MYCN","OIP5",0.427578429609947,2258,1,1177,6897,425,7496,0.6807,FALSE,FALSE
"MYCN","OPA1",0.427578429609947,2258,1,1177,6982,434,7565,0.6865,FALSE,FALSE
"MYCN","OSBPL1A",0.427578429609947,2258,1,1177,8645,128,9130,0.8666,FALSE,FALSE
"MYCN","P3H4",0.427578429609947,2258,1,1177,7577,426,9130,0.8379,FALSE,FALSE
"MYCN","P4HA2",0.427578429609947,2258,1,1177,8314,434,9131,0.8372,FALSE,FALSE
"MYCN","PABPC1",0.427578429609947,2258,1,1177,6157,422,6881,0.6218,FALSE,FALSE
