"paralog","gene","moes_score","rank","fdr","cis_rank","func_rank","boot_rank_lo","boot_rank_hi","rel_interval_width","stable","in_regulon"
"MYC","TP53",0.0000857171174404869,1,0.4605,68,14,1,65,0.0062,TRUE,TRUE
"MYC","INSM1",0.00022430301060335,2,0.5853,6,110,1,412,0.0396,TRUE,TRUE
"MYC","CHD7",0.000253759001004071,3,0.439266666666667,79,117,1,442,0.0425,TRUE,TRUE
"MYC","PROSER3",0.00029430037986271,4,0.382675,63,126,2,466,0.0446,TRUE,TRUE
"MYC","TRAF7",0.000385078218120727,5,0.662333333333333,1,9860,4,8672,0.8345,FALSE,TRUE
"MYC","ZNF316",0.000385078218120727,5,0.662333333333333,420,1,1,8,0.0006,TRUE,FALSE
"MYC","CDKN2C",0.000516990633282383,7,0.6663,167,44,1,186,0.0178,TRUE,TRUE
"MYC","NR1D1",0.000770119361364063,8,0.8787,2,5925,4,4870,0.4684,FALSE,TRUE
"MYC","RPL7L1",0.000770119361364063,8,0.8787,6454,2,4,12,0.0008,TRUE,FALSE
"MYC","NKX2-1",0.000794310719119252,10,0.80726,20,207,6,635,0.0606,TRUE,TRUE
"MYC","BAHCC1",0.000817501055174194,11,0.744336363636364,210,147,5,520,0.0496,TRUE,TRUE
"MYC","BCOR",0.00102373006285703,12,0.770016666666667,22,235,8,982,0.0938,TRUE,TRUE
"MYC","TIMM50",0.00103246119657555,13,0.714369230769231,236,13,1,62,0.0059,TRUE,TRUE
"MYC","TMC6",0.00110364496192405,14,0.689764285714286,244,134,3,490,0.0468,TRUE,TRUE
"MYC","CACNA1A",0.00112181165203904,15,0.650053333333333,246,163,5,556,0.053,TRUE,TRUE
"MYC","CDC6",0.0011493397487949,16,0.61835625,249,57,1,237,0.0227,TRUE,TRUE
"MYC","CABLES2",0.00115512342972934,17,0.658272222222222,3,8040,6,8670,0.8342,FALSE,TRUE
"MYC","KRT8",0.00115512342972934,17,0.658272222222222,523,3,1,20,0.0018,TRUE,FALSE
"MYC","SOX4",0.00117720151945084,19,0.631305263157895,252,73,1,302,0.029,TRUE,TRUE
"MYC","U2AF2",0.00131163502630171,20,0.63478,266,224,9,959,0.0915,TRUE,TRUE
"MYC","SOX11",0.00142235914880863,21,0.6318,277,229,10,980,0.0934,TRUE,TRUE
"MYC","ACO2",0.00151628835167865,22,0.625040909090909,286,186,6,599,0.0571,TRUE,TRUE
"MYC","CXXC5",0.00154009042321723,23,0.6587,4,525,8,1367,0.1308,TRUE,TRUE
"MYC","LRRC9",0.00154009042321723,23,0.6587,6454,4,12,24,0.0012,TRUE,FALSE
"MYC","BICRA",0.00159142059151132,25,0.643264,242,293,16,1112,0.1055,TRUE,TRUE
"MYC","NKAIN3",0.00192502034182684,26,0.728822222222222,6454,5,14,28,0.0013,TRUE,FALSE
"MYC","PIM3",0.00192502034182684,26,0.728822222222222,5,1993,6,1800,0.1727,TRUE,TRUE
"MYC","TLE6",0.00198218980337237,28,0.713867857142857,291,327,20,1192,0.1129,TRUE,TRUE
"MYC","RASA3",0.00208036407974884,29,0.706186206896552,335,265,13,1064,0.1012,TRUE,TRUE
"MYC","DGCR8",0.00228383100903664,30,0.716986666666667,351,307,17,1146,0.1086,TRUE,TRUE
"MYC","DNA2",0.00230991318555906,31,0.760638709677419,6454,6,18,32,0.0014,TRUE,FALSE
"MYC","RPS2",0.00236257804945342,32,0.744934375,357,94,2,373,0.0357,TRUE,TRUE
"MYC","PRUNE1",0.00245613650354558,33,0.736884848484848,295,364,23,1280,0.121,TRUE,TRUE
"MYC","CDT1",0.00246965029649846,34,0.717232352941176,365,122,2,458,0.0439,TRUE,TRUE
"MYC","IP6K3",0.00269476895441301,35,0.762586111111111,7,6533,8,5992,0.576,FALSE,TRUE
"MYC","ZSCAN12",0.00269476895441301,35,0.762586111111111,6454,7,22,36,0.0014,TRUE,FALSE
"MYC","ISCU",0.00287767786396873,37,0.767716216216216,156,394,27,1364,0.1287,TRUE,TRUE
"MYC","C2orf92",0.00307958764838934,38,0.803038461538462,6454,8,24,42,0.0016,TRUE,FALSE
"MYC","NCOR2",0.00307958764838934,38,0.803038461538462,8,8149,10,8676,0.8343,FALSE,TRUE
"MYC","ASXL2",0.00346436926748828,40,0.856582926829268,6454,9,26,46,0.0019,TRUE,FALSE
"MYC","TLE3",0.00346436926748828,40,0.856582926829268,9,6776,8,6274,0.6032,FALSE,TRUE
"MYC","CHD3",0.00365439655357868,42,0.847757142857143,214,444,34,1512,0.1423,TRUE,TRUE
"MYC","TIMP2",0.00384911381170894,43,0.863690909090909,10,1874,8,1808,0.1733,TRUE,TRUE
"MYC","ZSCAN26",0.00384911381170894,43,0.863690909090909,6454,10,32,50,0.0017,TRUE,FALSE
"MYC","CAMKK1",0.00397385223801897,45,0.85068,76,463,36,1565,0.1472,TRUE,TRUE
"MYC","FOXA1",0.00420013875458386,46,0.843826086956522,30,476,24,1596,0.1512,TRUE,TRUE
"MYC","SAPCD2",0.00423382128105221,47,0.850191666666667,11,4821,10,5122,0.4921,FALSE,TRUE
"MYC","YTHDF3",0.00423382128105221,47,0.850191666666667,6454,11,35,54,0.0018,TRUE,FALSE
"MYC","LDB1",0.0043965058447757,49,0.840351020408163,193,487,40,1640,0.1541,TRUE,TRUE
"MYC","HSD17B11",0.00452380243765282,50,0.829088,336,494,42,1667,0.1564,TRUE,TRUE
"MYC","NAA38",0.00459735899517961,51,0.816147058823529,215,498,43,1674,0.1571,TRUE,TRUE
"MYC","ETNK1",0.00461849167551742,52,0.822156603773585,6454,12,36,58,0.0021,TRUE,FALSE
"MYC","TCF20",0.00461849167551742,52,0.822156603773585,12,3255,16,1825,0.1741,TRUE,TRUE
"MYC","POLRMT",0.00487847925598951,54,0.817472222222222,98,513,43,1710,0.1604,TRUE,TRUE
"MYC","MAP2K3",0.00500312499510525,55,0.841827272727273,13,6091,22,5052,0.4842,FALSE,TRUE
"MYC","ARSJ",0.00507052712291932,56,0.854164615384615,523,349,21,1244,0.1178,TRUE,FALSE
"MYC","ATXN1",0.00507052712291932,56,0.854164615384615,523,319,18,1172,0.1111,TRUE,FALSE
"MYC","CNOT6L",0.00507052712291932,56,0.854164615384615,523,365,24,1282,0.1212,TRUE,FALSE
"MYC","FNBP4",0.00507052712291932,56,0.854164615384615,523,422,32,1448,0.1363,TRUE,FALSE
"MYC","FOXG1",0.00507052712291932,56,0.854164615384615,523,288,14,1102,0.1048,TRUE,FALSE
"MYC","MRPL54",0.00507052712291932,56,0.854164615384615,523,352,22,1250,0.1182,TRUE,FALSE
"MYC","OVOL2",0.00507052712291932,56,0.854164615384615,523,277,14,1082,0.1028,TRUE,FALSE
"MYC","TFDP1",0.00507052712291932,56,0.854164615384615,523,169,7,571,0.0543,TRUE,FALSE
"MYC","UBTF",0.00507052712291932,56,0.854164615384615,523,157,6,546,0.052,TRUE,FALSE
"MYC","UPF1",0.00507052712291932,56,0.854164615384615,523,103,2,406,0.0388,TRUE,FALSE
"MYC","BCL11B",0.00538772123981479,66,0.883554545454545,14,1019,8,2834,0.272,FALSE,TRUE
"MYC","SAMD10",0.00556686704927508,67,0.878225373134328,407,548,52,1809,0.1692,TRUE,FALSE
"MYC","CXADR",0.0057722804096465,68,0.888321739130435,6454,15,46,69,0.0022,TRUE,FALSE
"MYC","KAZALD1",0.0057722804096465,68,0.888321739130435,15,5541,16,5074,0.4869,FALSE,TRUE
"MYC","UBAP2L",0.00591761393056648,70,0.881382857142857,309,565,54,1846,0.1725,TRUE,TRUE
"MYC","CCDC18",0.00615680250460082,71,0.892176388888889,6454,16,50,72,0.0022,TRUE,FALSE
"MYC","DUSP4",0.00615680250460082,71,0.892176388888889,16,9798,8,8692,0.836,FALSE,TRUE
"MYC","TBC1D16",0.00621450955187419,73,0.8824,100,579,54,1868,0.1746,TRUE,TRUE
"MYC","PTGR3",0.00625751641010558,74,0.872014864864865,217,581,56,1880,0.1756,TRUE,TRUE
"MYC","CTDSP1",0.00654128752467709,75,0.883844736842105,17,6656,12,6161,0.592,FALSE,TRUE
"MYC","PRR36",0.00654128752467709,75,0.883844736842105,6454,17,53,76,0.0022,TRUE,FALSE
"MYC","HES1",0.00692573546987596,77,0.897691025641026,18,3544,14,5725,0.5498,FALSE,TRUE
"MYC","UNC93B1",0.00692573546987596,77,0.897691025641026,9788,18,58,79,0.002,TRUE,FALSE
"MYC","STMN1",0.00712579151040726,79,0.896417721518987,359,620,63,1969,0.1835,TRUE,TRUE
"MYC","PER1",0.00731014634019655,80,0.909079012345679,19,2471,16,5034,0.483,FALSE,TRUE
"MYC","TERF1",0.00731014634019655,80,0.909079012345679,6454,19,58,82,0.0022,TRUE,FALSE
"MYC","PLEKHA8",0.00733417086100166,82,0.899387804878049,523,629,67,2000,0.1861,TRUE,FALSE
"MYC","EPHA2",0.00756922558616285,83,0.902878313253012,639,23,2,92,0.0087,TRUE,FALSE
"MYC","MARCKSL1",0.0075929349705068,84,0.893517857142857,523,640,67,2026,0.1886,TRUE,FALSE
"MYC","USO1",0.00769452013563976,85,0.910796470588235,2723,20,34,84,0.0048,TRUE,FALSE
"MYC","ADM",0.00792875921348947,86,0.914283720930233,319,654,67,2048,0.1907,TRUE,TRUE
"MYC","INTS1",0.00805045749982095,87,0.91088275862069,659,560,54,1843,0.1722,TRUE,FALSE
"MYC","PTGES2",0.00807885685620469,88,0.912729213483146,21,7870,20,8686,0.8342,FALSE,TRUE
"MYC","RBM4",0.00807885685620469,88,0.912729213483146,3562,21,45,86,0.0039,TRUE,FALSE
"MYC","CKS1B",0.00809939633849805,90,0.903993333333333,661,40,2,176,0.0167,TRUE,FALSE
"MYC","ERRFI1",0.008463156501892,91,0.935012087912088,9962,22,68,90,0.0021,TRUE,FALSE
"MYC","CYB5D1",0.00869822976449231,92,0.937184782608696,685,237,12,1003,0.0954,TRUE,FALSE
"MYC","KRT18",0.00877458547529191,93,0.93127311827957,523,688,73,2127,0.1977,TRUE,FALSE
"MYC","SLC1A5",0.00884741907270192,94,0.943881914893617,23,9973,16,8695,0.8356,FALSE,TRUE
"MYC","KBTBD11",0.00885127485999159,95,0.935313684210526,691,601,61,1934,0.1803,TRUE,FALSE
"MYC","MAT2A",0.00887691213798039,96,0.926938541666667,692,90,2,358,0.0343,TRUE,FALSE
"MYC","CCDC106",0.00900565465109115,97,0.924062886597938,183,697,70,2133,0.1986,TRUE,TRUE
"MYC","NCBP2L",0.00923164456863357,98,0.926695,10166,24,74,110,0.0035,TRUE,FALSE
"MYC","RPS21",0.00923164456863357,98,0.926695,24,3979,34,5132,0.4908,FALSE,TRUE
"MYC","BRD9",0.00923972689199103,100,0.926695,149,706,66,2160,0.2016,TRUE,TRUE
"MYC","RASD1",0.00931841832009113,101,0.921350495049505,80,709,60,2128,0.199,TRUE,TRUE
"MYC","NEUROD1",0.0093974434220913,102,0.916153921568627,222,712,77,2163,0.2008,TRUE,TRUE
"MYC","NRN1",0.00961583298968804,103,0.926568269230769,25,2117,24,5184,0.4967,FALSE,TRUE
"MYC","SKP2",0.00961583298968804,103,0.926568269230769,6454,25,74,122,0.0045,TRUE,FALSE
"MYC","HIPK2",0.00999998433586402,105,0.944378301886793,6454,26,78,128,0.0049,TRUE,FALSE
"MYC","SREBF1",0.00999998433586402,105,0.944378301886793,26,9653,20,8694,0.835,FALSE,TRUE
"MYC","MYT1L",0.0101511015377186,107,0.943176635514019,740,514,48,1725,0.1615,TRUE,FALSE
"MYC","RAC3",0.0102060465065969,108,0.937017592592593,651,742,87,2452,0.2276,TRUE,FALSE
"MYC","ESYT1",0.0102611397749864,109,0.930932110091743,744,699,78,2147,0.1992,TRUE,FALSE
"MYC","HPCA",0.0103840986071628,110,0.935976576576577,27,9652,26,8694,0.8344,FALSE,TRUE
"MYC","NDUFB1",0.0103840986071628,110,0.935976576576577,6454,27,82,134,0.005,TRUE,FALSE
"MYC","MRPL24",0.0103995217563215,112,0.928908928571429,343,749,93,2465,0.2284,TRUE,TRUE
"MYC","EMP2",0.0106228608201024,113,0.930674336283186,757,342,21,1233,0.1166,TRUE,FALSE
"MYC","NF2",0.0107681758035834,114,0.936902608695652,6454,28,88,138,0.0048,TRUE,FALSE
"MYC","OLIG1",0.0107681758035834,114,0.936902608695652,28,3999,18,6007,0.5765,FALSE,TRUE
"MYC","ZBTB18",0.0107919222628051,116,0.929997413793103,118,763,47,2493,0.2354,TRUE,TRUE
"MYC","SLIT1",0.0109623184011081,117,0.929440170940171,769,596,62,1923,0.1792,TRUE,FALSE
"MYC","MAP1A",0.0111522159251261,118,0.92988,29,4397,26,5675,0.5439,FALSE,TRUE
"MYC","RNASEK",0.0111522159251261,118,0.92988,6454,29,94,142,0.0047,TRUE,FALSE
"MYC","CASZ1",0.0111628008027341,120,0.92988,776,745,93,2464,0.2283,TRUE,FALSE
"MYC","CBLN1",0.0112204151628131,121,0.924598347107438,778,306,18,1147,0.1087,TRUE,FALSE
"MYC","TTYH2",0.0112781778224032,122,0.919464754098361,114,780,56,2510,0.2362,TRUE,TRUE
"MYC","TANC1",0.0115107114558749,123,0.921489430894309,788,613,64,1961,0.1826,TRUE,FALSE
"MYC","WDR36",0.0115362189717916,124,0.930182258064516,6454,30,97,146,0.0047,TRUE,FALSE
"MYC","STAC",0.011745617881525,125,0.9309448,523,796,120,2552,0.2341,TRUE,FALSE
"MYC","LAMA5",0.0119201849435788,126,0.937896062992126,31,1123,35,2998,0.2852,FALSE,TRUE
"MYC","TMCO1",0.0119201849435788,126,0.937896062992126,6454,31,95,150,0.0052,TRUE,FALSE
"MYC","BCL2",0.0120724885415224,128,0.928972868217054,807,427,33,1467,0.1381,TRUE,FALSE
"MYC","E2F2",0.0120724885415224,128,0.928972868217054,219,807,122,2551,0.2339,TRUE,TRUE
"MYC","ANAPC2",0.0121324015440241,130,0.924136923076923,809,234,13,998,0.0948,TRUE,FALSE
"MYC","SPATA1",0.0123041138404885,131,0.930992424242424,6454,32,100,152,0.0051,TRUE,FALSE
"MYC","TP53BP1",0.0123041138404885,131,0.930992424242424,32,2096,30,5178,0.4956,FALSE,TRUE
"MYC","CWC15",0.0126880056625203,133,0.944560447761194,6454,33,94,156,0.0059,TRUE,FALSE
"MYC","TTC6",0.0126880056625203,133,0.944560447761194,33,3814,31,5169,0.4946,FALSE,TRUE
"MYC","ACSS1",0.012708971505908,135,0.938676296296296,828,351,23,1252,0.1183,TRUE,FALSE
"MYC","SMIM26",0.0130718604096745,136,0.951938686131387,1623,34,11,158,0.0142,TRUE,FALSE
"MYC","TSHZ1",0.0130718604096745,136,0.951938686131387,34,5630,26,5772,0.5532,FALSE,TRUE
"MYC","IER5L",0.0131423768272226,138,0.947292028985507,115,842,43,2602,0.2463,TRUE,TRUE
"MYC","CCDC78",0.013173612411757,139,0.94161582733813,423,843,134,2604,0.2378,TRUE,FALSE
"MYC","HOXA6",0.0132989254986726,140,0.939342142857143,382,847,135,2604,0.2377,TRUE,FALSE
"MYC","IL17RC",0.0133618044913971,141,0.934912765957447,523,849,131,2623,0.2399,TRUE,FALSE
"MYC","CLASP2",0.0134556780819506,142,0.937962237762238,3107,35,37,162,0.012,TRUE,FALSE
"MYC","PKD1",0.0134556780819506,142,0.937962237762238,35,4997,48,5017,0.4783,FALSE,TRUE
"MYC","PSMB5",0.0137102898051436,144,0.940209722222222,860,77,3,315,0.03,TRUE,FALSE
"MYC","PTPN14",0.0137741327446906,145,0.93588,862,91,3,362,0.0346,TRUE,FALSE
"MYC","IRF2BP2",0.0138394586793487,146,0.937713605442177,36,9045,26,8694,0.8345,FALSE,TRUE
"MYC","TFIP11",0.0138394586793487,146,0.937713605442177,6454,36,96,164,0.0065,TRUE,FALSE
"MYC","CBARP",0.0139022635223179,148,0.933477702702703,866,724,84,2411,0.224,TRUE,FALSE
"MYC","ATP5ME",0.0142232022018696,149,0.942812666666667,37,3633,29,5222,0.4999,FALSE,TRUE
"MYC","UBXN8",0.0142232022018696,149,0.942812666666667,1516,37,16,168,0.0145,TRUE,FALSE
"MYC","DNAI4",0.0142902150434672,151,0.939788741721854,878,176,7,586,0.0557,TRUE,FALSE
"MYC","IRF3",0.0143227853236019,152,0.934671710526316,523,879,140,2656,0.2422,TRUE,FALSE
"MYC","BTBD17",0.0146069086495124,153,0.943841558441558,38,1268,48,1866,0.1751,TRUE,TRUE
"MYC","PSMC4",0.0146069086495124,153,0.943841558441558,1666,38,15,170,0.0149,TRUE,FALSE
"MYC","ADD1",0.0149905780222777,155,0.955030128205128,2672,39,33,174,0.0135,TRUE,FALSE
"MYC","KIF19",0.0149905780222777,155,0.955030128205128,39,4103,26,5128,0.4912,FALSE,TRUE
"MYC","CNKSR3",0.0150487114306455,157,0.951148407643312,901,891,146,2670,0.243,TRUE,FALSE
"MYC","R3HDM4",0.0151826258892073,158,0.949375949367089,905,138,6,502,0.0477,TRUE,FALSE
"MYC","TBCC",0.015249805567755,159,0.945530817610063,723,907,146,2687,0.2446,TRUE,FALSE
"MYC","ARHGEF19",0.0152834510193455,160,0.9406525,908,795,124,2549,0.2335,TRUE,FALSE
"MYC","XKR7",0.0153742103201648,161,0.948219254658385,40,8571,34,8694,0.8337,FALSE,TRUE
"MYC","CHD9",0.015486102301322,162,0.946471604938272,816,914,154,2693,0.2444,TRUE,FALSE
"MYC","THAP11",0.0155539493276698,163,0.942755828220859,916,906,149,2688,0.2444,TRUE,FALSE
"MYC","SETD1B",0.0156219446535287,164,0.939065853658537,918,813,130,2568,0.2347,TRUE,FALSE
"MYC","NPDC1",0.0157578055431746,165,0.94281265060241,41,4256,36,5855,0.5603,FALSE,TRUE
"MYC","POLD2",0.0157578055431746,165,0.94281265060241,2233,41,23,180,0.0151,TRUE,FALSE
"MYC","FLOT1",0.0159297588263443,167,0.936622619047619,197,927,85,2702,0.2519,FALSE,TRUE
"MYC","ZCCHC2",0.0159297588263443,167,0.936622619047619,927,542,53,1799,0.1681,TRUE,FALSE
"MYC","PRCC",0.0161413636913061,169,0.942314705882353,42,8565,28,8697,0.8347,FALSE,TRUE
"MYC","SMG1",0.0161413636913061,169,0.942314705882353,6454,42,97,182,0.0081,TRUE,FALSE
"MYC","BCR",0.0165248847645598,171,0.953955813953488,43,7735,40,8691,0.8329,FALSE,TRUE
"MYC","SNRPD3",0.0165248847645598,171,0.953955813953488,3578,43,12,186,0.0167,TRUE,FALSE
"MYC","MRPL2",0.0166245420360479,173,0.950491329479769,947,515,48,1727,0.1616,TRUE,FALSE
"MYC","MSL1",0.0169083687629363,174,0.964540804597701,44,10169,37,8695,0.8334,FALSE,TRUE
"MYC","BORCS6",0.0172918156864343,175,0.972932954545454,45,6188,30,5899,0.565,FALSE,TRUE
"MYC","RB1",0.0172918156864343,175,0.972932954545454,6454,45,92,192,0.0096,TRUE,FALSE
"MYC","RAVER1",0.0175860233791028,177,0.976568361581921,416,974,160,2773,0.2516,FALSE,FALSE
"MYC","E2F3",0.0176752255350552,178,0.973377222222222,6454,46,95,194,0.0095,TRUE,FALSE
"MYC","IGFLR1",0.0176752255350552,178,0.973377222222222,46,5178,33,5212,0.4986,FALSE,TRUE
"MYC","EPRS1",0.0176945230089426,180,0.973377222222222,355,977,159,2781,0.2524,FALSE,TRUE
"MYC","OGFR",0.0179125232903224,181,0.968525824175824,300,983,137,2780,0.2544,FALSE,TRUE
"MYC","SLIT2",0.0179125232903224,181,0.968525824175824,983,856,141,2628,0.2394,TRUE,FALSE
"MYC","SDHD",0.018058598308798,183,0.971753804347826,6454,47,94,198,0.0101,TRUE,FALSE
"MYC","U2AF1L4",0.018058598308798,183,0.971753804347826,47,5494,50,5688,0.5427,FALSE,TRUE
"MYC","CNN2",0.0181685438588714,185,0.969458378378378,727,990,165,2805,0.2541,FALSE,FALSE
"MYC","ATP5F1A",0.0182052665253181,186,0.965245698924731,977,991,170,2808,0.254,FALSE,FALSE
"MYC","ACTN3",0.0184419340076631,187,0.970466489361702,2435,48,30,202,0.0165,TRUE,FALSE
"MYC","PSENEN",0.0184419340076631,187,0.970466489361702,48,9838,59,8694,0.8312,FALSE,TRUE
"MYC","CABP7",0.0184633632870231,189,0.966287301587302,116,998,82,2803,0.2619,FALSE,TRUE
"MYC","PDCD6",0.0186860350030039,190,0.966966315789474,1004,767,118,2508,0.2301,TRUE,FALSE
"MYC","FAM227A",0.0188252326316503,191,0.970075,6454,49,98,206,0.0104,TRUE,FALSE
"MYC","LOXL1",0.0188252326316503,191,0.970075,49,3743,22,5997,0.5753,FALSE,TRUE
"MYC","MCRIP2",0.0191730691350354,193,0.973669948186528,152,1017,53,2838,0.2681,FALSE,TRUE
"MYC","LIN37",0.0192084941807595,194,0.96895306122449,50,10034,44,8692,0.8325,FALSE,TRUE
"MYC","NBDY",0.0192084941807595,194,0.96895306122449,1063,50,11,209,0.0191,TRUE,FALSE
"MYC","ZBTB7B",0.0192107928231823,196,0.96895306122449,1018,295,19,1122,0.1062,TRUE,FALSE
"MYC","TMEM70",0.019551974386005,197,0.972574111675127,1027,647,70,2041,0.1898,TRUE,FALSE
"MYC","HEATR5A",0.0195917186549914,198,0.9688605,6454,51,98,214,0.0111,TRUE,FALSE
"MYC","HOOK2",0.0195917186549914,198,0.9688605,51,2540,48,5766,0.5504,FALSE,TRUE
"MYC","ERAL1",0.0196282003347324,200,0.9688605,1029,188,8,606,0.0576,TRUE,FALSE
"MYC","TRIM2",0.0197428173194068,201,0.966871641791045,1032,594,60,1917,0.1788,TRUE,FALSE
"MYC","ELOC",0.019819414016912,202,0.964913861386139,1034,183,8,597,0.0567,TRUE,FALSE
"MYC","STK24",0.0199345871247532,203,0.962050738916256,1037,258,16,1051,0.0996,TRUE,FALSE
"MYC","CCNE2",0.019974906054345,204,0.962404390243902,3092,52,41,218,0.017,TRUE,FALSE
"MYC","PCBP4",0.019974906054345,204,0.962404390243902,52,9265,34,8698,0.8341,FALSE,TRUE
"MYC","SIK1",0.0201272838020443,206,0.961391747572815,1042,674,74,2095,0.1946,TRUE,FALSE
"MYC","NABP2",0.0202821084916773,207,0.956725961538462,1046,792,125,2546,0.2331,TRUE,FALSE
"MYC","PTPRU",0.02032090735128,208,0.956725961538462,1047,938,158,2728,0.2474,TRUE,FALSE
"MYC","FBRS",0.0203580563788213,209,0.957094285714286,1415,53,18,221,0.0195,TRUE,FALSE
"MYC","SSBP4",0.0203580563788213,209,0.957094285714286,53,9062,32,8696,0.8341,FALSE,TRUE
"MYC","MNT",0.0206717654572048,211,0.959813744075829,337,1056,164,2914,0.2647,FALSE,TRUE
"MYC","KNL1",0.0207411696284194,212,0.96019765258216,6454,54,98,226,0.0123,TRUE,FALSE
"MYC","MDC1",0.0207411696284194,212,0.96019765258216,54,8982,40,8697,0.8334,FALSE,TRUE
"MYC","SYF2",0.0209073392306549,214,0.960271028037383,321,1062,189,2926,0.2636,FALSE,TRUE
"MYC","CHST11",0.0209861604208273,215,0.957620465116279,523,1064,191,2936,0.2643,FALSE,FALSE
"MYC","KBTBD8",0.0211242458031402,216,0.959757603686636,6454,55,95,230,0.013,TRUE,FALSE
"MYC","TUBB",0.0211242458031402,216,0.959757603686636,55,9821,33,8696,0.8339,FALSE,TRUE
"MYC","ADGRB1",0.0213824908643562,218,0.958172146118721,818,1074,196,2954,0.2655,FALSE,FALSE
"MYC","PTCD2",0.0214223278205369,219,0.958172146118721,1024,1075,198,2956,0.2655,FALSE,FALSE
"MYC","EEF1B2",0.0215072849029827,220,0.959369683257919,6454,56,94,234,0.0135,TRUE,FALSE
"MYC","UCKL1",0.0215072849029827,220,0.959369683257919,56,7419,50,8695,0.8322,FALSE,TRUE
"MYC","MED27",0.0215420611383457,222,0.955897747747748,1078,116,15,446,0.0415,TRUE,FALSE
"MYC","JUNB",0.0218902869279476,223,0.967621524663677,57,9743,43,8695,0.8329,FALSE,TRUE
"MYC","FAT1",0.0219435820647646,224,0.964166071428571,760,1088,198,2976,0.2675,FALSE,FALSE
"MYC","TRAPPC3",0.0220243311485818,225,0.961654222222222,1090,318,20,1172,0.111,TRUE,FALSE
"MYC","DTYMK",0.0222732518780349,226,0.966376211453745,1472,58,12,243,0.0222,TRUE,FALSE
"MYC","NUMBL",0.0222732518780349,226,0.966376211453745,58,1311,26,4166,0.3985,FALSE,TRUE
"MYC","MRPS27",0.022430301060335,228,0.965671929824561,1100,366,26,1288,0.1214,TRUE,FALSE
"MYC","BCKDK",0.0226561797532441,229,0.970348260869565,59,8082,52,8694,0.8319,FALSE,TRUE
"MYC","RBM19",0.0226561797532441,229,0.970348260869565,6454,59,99,248,0.0143,TRUE,FALSE
"MYC","DHX30",0.0227577463809381,231,0.968774025974026,1108,661,73,2071,0.1924,TRUE,FALSE
"MYC","DCUN1D3",0.0228399784598668,232,0.965471982758621,1110,882,147,2659,0.2418,TRUE,FALSE
"MYC","POLD1",0.0229223588383065,233,0.963040343347639,1112,303,19,1140,0.1079,TRUE,FALSE
"MYC","SLC2A1",0.0229636046398431,234,0.956576170212766,1113,81,3,330,0.0315,TRUE,FALSE
"MYC","RPS16",0.0230048875162575,235,0.956576170212766,1114,913,154,2696,0.2447,TRUE,FALSE
"MYC","HSPB6",0.0230390705535759,236,0.956873417721519,60,2667,61,5683,0.5412,FALSE,TRUE
"MYC","TUBB8",0.0230390705535759,236,0.956873417721519,9301,60,201,253,0.005,TRUE,FALSE
"MYC","TAOK2",0.0231289585947672,238,0.955425630252101,1117,672,73,2091,0.1943,TRUE,FALSE
"MYC","FRAS1",0.023211858021496,239,0.9523,791,1119,210,3032,0.2716,FALSE,FALSE
"MYC","CPPED1",0.0234219242790297,240,0.95610622406639,6454,61,94,258,0.0157,TRUE,FALSE
"MYC","PTMA",0.0234219242790297,240,0.95610622406639,61,1210,68,3136,0.2953,FALSE,TRUE
"MYC","ANTKMT",0.0237543190958171,242,0.958936776859504,628,1132,214,3048,0.2729,FALSE,FALSE
"MYC","GPSM1",0.0238047409296058,243,0.95920737704918,62,6395,21,6519,0.6256,FALSE,TRUE
"MYC","WDR37",0.0238047409296058,243,0.95920737704918,6454,62,93,261,0.0162,TRUE,FALSE
"MYC","UTP23",0.0238803922177273,245,0.957775918367347,1135,395,30,1371,0.1291,TRUE,FALSE
"MYC","CRYBG3",0.0240067990135376,246,0.955563821138211,1138,75,3,310,0.0295,TRUE,FALSE
"MYC","FEM1A",0.0241335394832479,247,0.954257085020243,1141,609,64,1952,0.1818,TRUE,FALSE
"MYC","TFRC",0.0241875205053039,248,0.958446774193548,6454,63,96,265,0.0163,TRUE,FALSE
"MYC","HMBS",0.0242182185041104,249,0.956253012048193,1026,1143,227,3070,0.2737,FALSE,FALSE
"MYC","RPL13A",0.0243455150969876,250,0.9540684,972,1146,227,3074,0.2741,FALSE,FALSE
"MYC","LMO7",0.0243880214443688,251,0.95190796812749,1147,989,173,2806,0.2535,FALSE,FALSE
"MYC","MLF2",0.0245702630061242,252,0.954724901185771,64,4703,35,5928,0.5673,FALSE,TRUE
"MYC","TTK",0.0245702630061242,252,0.954724901185771,6454,64,95,270,0.0169,TRUE,FALSE
"MYC","IGDCC4",0.0248580382074968,254,0.955955118110236,831,1158,229,3092,0.2756,FALSE,FALSE
"MYC","FAM120B",0.0249529684320671,255,0.957879296875,65,3660,30,5899,0.565,FALSE,TRUE
"MYC","MVD",0.0249529684320671,255,0.957879296875,6454,65,89,274,0.0178,TRUE,FALSE
"MYC","CFAP68",0.0251163018061518,257,0.956600778210117,1164,1005,179,2835,0.2557,FALSE,FALSE
"MYC","INTS5",0.0252026862713924,258,0.954526744186047,1166,211,11,818,0.0777,TRUE,FALSE
"MYC","TNPO2",0.0252892190361442,259,0.952494980694981,271,1168,135,3097,0.2851,FALSE,TRUE
"MYC","SEC13",0.0253356367831317,260,0.953080769230769,6454,66,92,279,0.018,TRUE,FALSE
