"test","n_regulon_genes","selective_in","selective_out","rate_in_pct","rate_out_pct","or","ci_low","ci_high","p","significant","paralog_resolved"
"pooled_across_three_regulons",984,11,73,1.118,0.416,2.706,1.2898,5.153,0.00476927237975905,TRUE,FALSE
